ZIP Code,Population Under 18 years (Selected),Total Population,Population Under 5 years,Population 5 to 9 years,Population 10 to 14 years,Population 15 to 19 years,Percent Population Under 5 years,Percent Population 5 to 9 years,Percent Population 10 to 14 years,Percent Population Under 18 years (Selected),Male Population Under 5 years,Male Population 5 to 9 years,Male Population 10 to 14 years,Female Population Under 5 years,Female Population 5 to 9 years,Female Population 10 to 14 years,Female Population Under 18 years (Selected)
95340,8606,36833,2338,2490,2272,3853,6.3,6.8,6.2,23.4,1355,1117,1103,983,1373,1169,4393
95341,12264,34541,2918,3212,3677,3504,8.4,9.3,10.6,35.5,1646,1651,1847,1272,1561,1830,6132
95345,86,528,0,45,0,41,0.0,8.5,0.0,16.3,0,0,0,0,45,0,45
95346,180,1041,107,0,0,73,10.3,0.0,0.0,17.3,22,0,0,85,0,0,85
95348,9162,35853,2355,2822,2652,2806,6.6,7.9,7.4,25.6,1003,1588,1382,1352,1234,1270,4292
95350,14150,55368,4403,3822,3718,3838,8.0,6.9,6.7,25.6,1801,1892,2159,2602,1930,1559,6984
95351,14530,48134,3751,3935,4625,3688,7.8,8.2,9.6,30.2,1911,1752,2395,1840,2183,2230,7582
95354,6677,25100,1752,2013,2032,1421,7.0,8.0,8.1,26.6,961,1029,998,791,984,1034,3253
95355,14336,60338,3292,3791,4215,4520,5.5,6.3,7.0,23.8,1719,2149,2174,1573,1642,2041,6725
95356,7940,33033,1535,1915,2715,2476,4.6,5.8,8.2,24.0,658,838,1234,877,1077,1481,4298
95357,4212,14403,900,1457,1355,670,6.2,10.1,9.4,29.2,562,943,658,338,514,697,1711
95358,9795,31268,2774,2421,3095,2278,8.9,7.7,9.9,31.3,1604,1258,1828,1170,1163,1267,4314
95360,3465,13781,932,905,1027,1394,6.8,6.6,7.5,25.1,340,111,520,592,794,507,2271
95361,8779,35107,1956,2630,2401,2637,5.6,7.5,6.8,25.0,939,1313,1383,1017,1317,1018,4172
95363,8890,29784,2390,1952,2760,2831,8.0,6.6,9.3,29.8,1298,1006,1177,1092,946,1583,4304
95364,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95365,1144,3882,291,286,331,317,7.5,7.4,8.5,29.5,161,198,198,130,88,133,499
95366,4680,18500,1249,1293,1372,1065,6.8,7.0,7.4,25.3,749,748,783,500,545,589,1999
95367,7525,25162,1955,1641,2657,1932,7.8,6.5,10.6,29.9,1058,960,1187,897,681,1470,3624
95368,3081,14849,952,836,971,987,6.4,5.6,6.5,20.7,638,381,404,314,455,567,1627
95369,145,778,30,32,48,67,3.9,4.1,6.2,18.6,30,7,27,0,25,21,53
95370,5179,28548,983,1781,1409,1496,3.4,6.2,4.9,18.1,422,947,753,561,834,656,2668
95372,405,1639,144,210,51,45,8.8,12.8,3.1,24.7,63,132,32,81,78,19,178
95374,421,1581,112,120,138,88,7.1,7.6,8.7,26.6,95,30,69,17,90,69,220
95375,0,64,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95376,14639,55038,4433,3673,4404,3752,8.1,6.7,8.0,26.6,2363,2024,2297,2070,1649,2107,6866
95377,9314,35001,1741,2095,3997,2876,5.0,6.0,11.4,26.6,844,1226,2525,897,869,1472,3985
95379,799,3828,255,201,151,222,6.7,5.3,3.9,20.9,179,147,98,76,54,53,284
95380,12005,44204,3175,2944,3634,3333,7.2,6.7,8.2,27.2,1497,1539,1657,1678,1405,1977,6232
95382,9660,38727,2431,2724,2695,2959,6.3,7.0,7.0,24.9,1587,1164,1581,844,1560,1114,4440
95383,461,3415,278,123,60,10,8.1,3.6,1.8,13.5,233,64,54,45,59,6,110
95385,137,531,43,55,35,4,8.1,10.4,6.6,25.8,34,5,35,9,50,0,59
95386,2864,10387,595,665,985,1091,5.7,6.4,9.5,27.6,250,421,502,345,244,483,1258
95387,483,1215,155,178,89,124,12.8,14.7,7.3,39.8,155,59,89,0,119,0,136
95388,4262,13518,1200,1201,1191,1130,8.9,8.9,8.8,31.5,693,725,564,507,476,627,1938
95389,52,1963,0,29,0,111,0.0,1.5,0.0,2.6,0,0,0,0,29,0,52
95391,7362,23696,1415,2018,2470,2169,6.0,8.5,10.4,31.1,660,1061,1196,755,957,1274,3540
95401,7006,36905,1649,1922,2387,1902,4.5,5.2,6.5,19.0,509,1143,880,1140,779,1507,3823
95403,9968,44677,2613,2858,3025,2785,5.8,6.4,6.8,22.3,1382,1559,1590,1231,1299,1435,4761
95404,7256,37437,1908,1854,2389,2009,5.1,5.0,6.4,19.4,1100,1089,1128,808,765,1261,3346
95405,4297,23748,1029,1314,1216,1284,4.3,5.5,5.1,18.1,499,805,586,530,509,630,2030
95407,10890,42138,2068,2482,3773,3685,4.9,5.9,9.0,25.8,1045,1330,1849,1023,1152,1924,5403
95409,4192,26158,867,1124,1348,1427,3.3,4.3,5.2,16.0,556,660,704,311,464,644,1720
95410,34,797,0,0,34,100,0.0,0.0,4.3,4.3,0,0,0,0,0,34,34
95412,69,271,0,34,19,16,0.0,12.5,7.0,25.5,0,13,0,0,21,19,56
95415,413,1383,44,149,143,86,3.2,10.8,10.3,29.9,0,56,70,44,93,73,242
95417,82,211,36,46,0,9,17.1,21.8,0.0,38.9,0,0,0,36,46,0,82
95419,0,169,0,0,0,14,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95420,100,351,99,1,0,0,28.2,0.3,0.0,28.5,0,1,0,99,0,0,99
95421,223,1679,101,35,52,38,6.0,2.1,3.1,13.3,36,10,26,65,25,26,128
95422,4438,16998,872,1360,1342,1182,5.1,8.0,7.9,26.1,216,791,645,656,569,697,2235
95423,507,3322,123,148,113,204,3.7,4.5,3.4,15.3,79,112,6,44,36,107,293
95425,2190,11331,314,860,620,710,2.8,7.6,5.5,19.3,58,363,344,256,497,276,1227
95426,211,1178,35,90,48,61,3.0,7.6,4.1,17.9,0,0,25,35,90,23,164
95427,55,589,32,0,0,48,5.4,0.0,0.0,9.3,0,0,0,32,0,0,32
95428,683,2775,267,181,117,209,9.6,6.5,4.2,24.6,99,136,77,168,45,40,281
95429,0,118,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95430,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95431,4,76,0,0,0,4,0.0,0.0,0.0,5.3,0,0,0,0,0,0,2
95432,17,614,0,5,12,0,0.0,0.8,2.0,2.8,0,5,12,0,0,0,0
95435,144,347,0,72,72,53,0.0,20.7,20.7,41.5,0,72,72,0,0,0,0
95436,1275,6008,370,387,250,363,6.2,6.4,4.2,21.2,267,339,89,103,48,161,396
95437,2887,14865,802,759,741,821,5.4,5.1,5.0,19.4,361,326,347,441,433,394,1410
95439,173,782,30,53,90,0,3.8,6.8,11.5,22.1,30,32,55,0,21,35,56
95441,243,1819,76,66,77,76,4.2,3.6,4.2,13.4,63,28,33,13,38,44,107
95442,237,2592,36,56,120,37,1.4,2.2,4.6,9.1,20,56,103,16,0,17,38
95443,113,190,15,98,0,0,7.9,51.6,0.0,59.5,15,62,0,0,36,0,36
95444,46,516,9,19,12,23,1.7,3.7,2.3,8.9,0,0,12,9,19,0,34
95445,339,2012,23,82,119,135,1.1,4.1,5.9,16.8,0,45,41,23,37,78,173
95446,368,4709,48,86,190,184,1.0,1.8,4.0,7.8,48,25,78,0,61,112,185
95448,2475,16745,828,550,681,926,4.9,3.3,4.1,14.8,373,180,340,455,370,341,1412
95449,326,1785,126,68,113,31,7.1,3.8,6.3,18.3,87,33,51,39,35,62,155
95450,42,272,0,19,15,11,0.0,7.0,5.5,15.4,0,10,7,0,9,8,17
95451,2583,12957,796,689,682,618,6.1,5.3,5.3,19.9,390,201,348,406,488,334,1341
95452,134,1240,62,39,25,8,5.0,3.1,2.0,10.8,30,0,12,32,39,13,84
95453,2186,11254,802,448,476,750,7.1,4.0,4.2,19.4,388,329,341,414,119,135,958
95454,218,1714,43,127,9,51,2.5,7.4,0.5,12.7,8,79,7,35,48,2,85
95456,167,775,0,21,52,94,0.0,2.7,6.7,21.5,0,13,30,0,8,22,84
95457,615,3252,167,190,125,186,5.1,5.8,3.8,18.9,135,81,0,32,109,125,399
95458,520,3303,113,231,160,60,3.4,7.0,4.8,15.7,79,63,88,34,168,72,274
95459,188,853,37,17,39,113,4.3,2.0,4.6,22.0,32,15,19,5,2,20,62
95460,249,2349,0,86,78,138,0.0,3.7,3.3,10.6,0,86,47,0,0,31,98
95461,767,3909,223,92,295,194,5.7,2.4,7.5,19.6,86,18,181,137,74,114,390
95462,99,1091,2,16,52,66,0.2,1.5,4.8,9.1,0,6,16,2,10,36,65
95463,4,88,0,0,0,14,0.0,0.0,0.0,4.5,0,0,0,0,0,0,0
95464,594,2466,261,159,130,74,10.6,6.4,5.3,24.1,237,19,53,24,140,77,259
95465,173,1251,31,59,83,25,2.5,4.7,6.6,13.8,0,59,4,31,0,79,110
95466,115,880,26,13,24,53,3.0,1.5,2.7,13.1,16,13,24,10,0,0,10
95467,1357,5795,217,520,473,240,3.7,9.0,8.2,23.4,99,302,337,118,218,136,488
95468,362,1822,68,128,81,116,3.7,7.0,4.4,19.9,24,61,29,44,67,52,208
95469,223,1323,30,86,59,48,2.3,6.5,4.5,16.9,23,27,14,7,59,45,153
95470,1376,6068,254,560,203,375,4.2,9.2,3.3,22.7,117,419,147,137,141,56,586
95471,163,780,26,7,50,80,3.3,0.9,6.4,20.9,0,7,0,26,0,50,126
95472,4545,28443,969,1388,1177,1525,3.4,4.9,4.1,16.0,504,607,550,465,781,627,2287
95476,5861,36386,1780,1404,1599,1649,4.9,3.9,4.4,16.1,914,615,811,866,789,788,3068
95480,3,6,2,1,0,0,33.3,16.7,0.0,50.0,0,1,0,2,0,0,2
95482,8413,34183,2004,2501,2735,2083,5.9,7.3,8.0,24.6,1016,1146,1383,988,1355,1352,4458
95485,476,2909,209,105,119,49,7.2,3.6,4.1,16.4,123,40,58,86,65,61,252
95486,0,27,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95488,21,366,0,21,0,0,0.0,5.7,0.0,5.7,0,6,0,0,15,0,15
95490,2865,14360,1026,1002,640,591,7.1,7.0,4.5,20.0,595,491,364,431,511,276,1294
95492,6477,28096,1289,1896,1776,2175,4.6,6.7,6.3,23.1,744,907,1155,545,989,621,2909
95493,0,144,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95494,0,151,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95497,72,1224,16,14,42,0,1.3,1.1,3.4,5.9,16,0,13,0,14,29,43
95501,4519,23706,1097,1303,1358,1295,4.6,5.5,5.7,19.1,422,951,726,675,352,632,1960
95503,4418,24072,1209,1105,1201,1313,5.0,4.6,5.0,18.4,605,531,664,604,574,537,2166
95511,0,102,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95514,33,117,0,0,17,16,0.0,0.0,14.5,28.2,0,0,0,0,0,17,17
95519,4125,18781,1219,1389,961,1022,6.5,7.4,5.1,22.0,781,684,500,438,705,461,1844
95521,2924,21712,652,678,1029,2281,3.0,3.1,4.7,13.5,274,282,346,378,396,683,1743
95524,335,1700,46,183,69,84,2.7,10.8,4.1,19.7,22,161,21,24,22,48,122
95525,148,1358,72,38,35,4,5.3,2.8,2.6,10.9,29,19,20,43,19,15,80
95526,133,638,39,17,38,60,6.1,2.7,6.0,20.8,0,5,24,39,12,14,94
95527,246,701,47,32,95,88,6.7,4.6,13.6,35.1,0,12,54,47,20,41,144
95528,323,1555,116,86,70,72,7.5,5.5,4.5,20.8,54,40,33,62,46,37,165
95531,5012,23029,1404,1449,1438,1199,6.1,6.3,6.2,21.8,603,916,610,801,533,828,2400
95536,594,3258,85,88,264,198,2.6,2.7,8.1,18.2,40,47,166,45,41,98,245
95537,0,629,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95538,119,1022,0,50,24,58,0.0,4.9,2.3,11.6,0,19,0,0,31,24,55
95540,3050,14415,791,1025,687,902,5.5,7.1,4.8,21.2,327,474,384,464,551,303,1634
95542,454,2862,152,97,141,208,5.3,3.4,4.9,15.9,105,0,80,47,97,61,205
95543,25,376,11,12,0,8,2.9,3.2,0.0,6.6,11,12,0,0,0,0,0
95545,54,492,19,20,8,26,3.9,4.1,1.6,11.0,14,17,8,5,3,0,12
95546,706,2666,175,228,197,160,6.6,8.6,7.4,26.5,73,107,92,102,121,105,378
95547,162,1121,25,17,97,59,2.2,1.5,8.7,14.5,13,7,45,12,10,52,86
95548,232,1034,37,84,71,49,3.6,8.1,6.9,22.4,19,79,25,18,5,46,98
95549,270,1140,108,79,68,69,9.5,6.9,6.0,23.7,37,30,43,71,49,25,156
95550,22,213,22,0,0,0,10.3,0.0,0.0,10.3,22,0,0,0,0,0,0
95551,255,1789,18,46,89,331,1.0,2.6,5.0,14.3,9,14,40,9,32,49,156
95552,8,423,0,8,0,0,0.0,1.9,0.0,1.9,0,0,0,0,8,0,8
95553,265,1037,32,65,168,32,3.1,6.3,16.2,25.6,32,28,63,0,37,105,142
95554,41,313,41,0,0,0,13.1,0.0,0.0,13.1,41,0,0,0,0,0,0
95555,60,370,25,7,19,9,6.8,1.9,5.1,16.2,16,3,10,9,4,9,31
95556,283,692,143,111,21,8,20.7,16.0,3.0,40.9,26,5,2,117,106,19,248
95558,27,246,0,0,25,7,0.0,0.0,10.2,11.0,0,0,10,0,0,15,17
95559,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95560,253,1337,0,253,0,0,0.0,18.9,0.0,18.9,0,47,0,0,206,0,206
95562,974,3396,273,320,381,82,8.0,9.4,11.2,28.7,238,160,270,35,160,111,306
95563,84,911,66,0,18,58,7.2,0.0,2.0,9.2,66,0,18,0,0,0,0
95564,96,564,23,29,17,31,4.1,5.1,3.0,17.0,3,16,9,20,13,8,52
95565,195,860,56,55,44,63,6.5,6.4,5.1,22.7,25,15,7,31,40,37,148
95567,410,2001,55,79,185,160,2.7,3.9,9.2,20.5,28,0,116,27,79,69,203
95568,19,224,0,3,4,41,0.0,1.3,1.8,8.5,0,0,1,0,3,3,15
95569,0,91,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95570,478,2523,70,112,46,302,2.8,4.4,1.8,18.9,29,30,31,41,82,15,282
95571,0,30,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95573,257,1417,43,85,58,71,3.0,6.0,4.1,18.1,0,85,29,43,0,29,72
95585,59,545,27,5,9,34,5.0,0.9,1.7,10.8,5,0,0,22,5,9,36
95587,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95589,210,1153,42,84,79,5,3.6,7.3,6.9,18.2,0,84,47,42,0,32,74
95595,24,143,0,11,13,0,0.0,7.7,9.1,16.8,0,11,6,0,0,7,7
95601,29,352,4,16,9,0,1.1,4.5,2.6,8.2,0,14,0,4,2,9,15
95602,2669,18610,459,688,1052,995,2.5,3.7,5.7,14.3,191,359,556,268,329,496,1233
95603,4935,28366,1101,1611,1369,1393,3.9,5.7,4.8,17.4,577,814,524,524,797,845,2637
95604,0,34,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95605,3461,14291,822,649,1314,1317,5.8,4.5,9.2,24.2,376,296,670,446,353,644,1694
95606,10,185,2,6,2,0,1.1,3.2,1.1,5.4,2,3,2,0,3,0,3
95607,0,235,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95608,12148,63715,3255,2999,3670,3396,5.1,4.7,5.8,19.1,1895,1338,1729,1360,1661,1941,6090
95610,9428,46219,2546,2297,3048,2721,5.5,5.0,6.6,20.4,1187,1099,1458,1359,1198,1590,4805
95612,306,1462,122,108,46,144,8.3,7.4,3.1,20.9,23,38,35,99,70,11,205
95613,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95614,857,4479,94,295,220,331,2.1,6.6,4.9,19.1,42,127,85,52,168,135,463
95615,214,1147,78,74,39,53,6.8,6.5,3.4,18.7,78,8,10,0,66,29,95
95616,5409,52090,1045,1566,1650,8823,2.0,3.0,3.2,10.4,393,909,893,652,657,757,2677
95618,5101,26946,1433,1223,1348,2289,5.3,4.5,5.0,18.9,704,694,470,729,529,878,2559
95619,1581,6414,554,285,644,294,8.6,4.4,10.0,24.6,372,123,343,182,162,301,665
95620,5713,22004,1467,1640,1744,1551,6.7,7.5,7.9,26.0,828,704,1036,639,936,708,2694
95621,8446,42089,2107,2185,2684,2159,5.0,5.2,6.4,20.1,982,1206,1565,1125,979,1119,4147
95623,709,4488,90,96,211,347,2.0,2.1,4.7,15.8,16,62,147,74,34,64,241
95624,17597,67915,3824,4040,5613,5943,5.6,5.9,8.3,25.9,2058,2190,2807,1766,1850,2806,8238
95625,0,88,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95626,1117,5845,218,324,371,270,3.7,5.5,6.3,19.1,85,191,201,133,133,170,544
95627,1429,4137,552,378,361,235,13.3,9.1,8.7,34.5,210,227,187,342,151,174,697
95628,8601,44256,2284,2325,2480,2442,5.2,5.3,5.6,19.4,999,1240,1293,1285,1085,1187,4239
95629,61,747,33,28,0,17,4.4,3.7,0.0,8.2,33,0,0,0,28,0,28
95630,18900,76599,4489,5005,6043,5072,5.9,6.5,7.9,24.7,2110,2459,3149,2379,2546,2894,9751
95631,1392,6244,87,327,641,435,1.4,5.2,10.3,22.3,47,231,402,40,96,239,490
95632,7230,31217,1561,2182,2212,1915,5.0,7.0,7.1,23.2,946,948,1140,615,1234,1072,3399
95633,791,3305,268,150,316,57,8.1,4.5,9.6,23.9,59,122,99,209,28,217,511
95634,509,3878,138,89,196,172,3.6,2.3,5.1,13.1,76,53,147,62,36,49,197
95635,71,948,3,63,5,0,0.3,6.6,0.5,7.5,3,26,5,0,37,0,37
95636,392,1374,0,145,189,58,0.0,10.6,13.8,28.5,0,20,135,0,125,54,179
95637,25,276,13,12,0,0,4.7,4.3,0.0,9.1,0,12,0,13,0,0,13
95638,325,2246,71,72,87,125,3.2,3.2,3.9,14.5,19,36,51,52,36,36,178
95639,46,314,46,0,0,40,14.6,0.0,0.0,14.6,20,0,0,26,0,0,26
95640,2058,12518,653,378,633,555,5.2,3.0,5.1,16.4,285,95,296,368,283,337,1163
95641,219,1517,63,30,91,42,4.2,2.0,6.0,14.4,19,8,65,44,22,26,96
95642,1062,7152,257,233,398,240,3.6,3.3,5.6,14.8,163,165,251,94,68,147,427
95645,283,1162,52,112,93,52,4.5,9.6,8.0,24.4,29,23,23,23,89,70,208
95646,85,249,58,27,0,0,23.3,10.8,0.0,34.1,29,27,0,29,0,0,29
95648,12647,55350,2874,3903,3716,3236,5.2,7.1,6.7,22.8,1581,1967,1788,1293,1936,1928,6137
95650,2665,14098,579,840,698,895,4.1,6.0,5.0,18.9,399,651,415,180,189,283,903
95651,166,738,0,108,30,80,0.0,14.6,4.1,22.5,0,15,30,0,93,0,121
95652,431,1193,71,150,149,192,6.0,12.6,12.5,36.1,50,72,54,21,78,95,194
95653,1,455,0,0,0,26,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0
95655,1540,4954,411,413,447,310,8.3,8.3,9.0,31.1,75,216,179,336,197,268,904
95658,1070,5974,277,264,352,278,4.6,4.4,5.9,17.9,96,165,171,181,99,181,564
95659,201,790,39,66,62,77,4.9,8.4,7.8,25.4,16,21,15,23,45,47,138
95660,9888,35458,2943,2578,3009,2392,8.3,7.3,8.5,27.9,1766,1391,1475,1177,1187,1534,4491
95661,6632,32827,1648,1712,2192,1662,5.0,5.2,6.7,20.2,854,781,1014,794,931,1178,3574
95662,6883,32436,1837,1733,2036,1926,5.7,5.3,6.3,21.2,1062,750,957,775,983,1079,3376
95663,430,2659,77,108,206,63,2.9,4.1,7.7,16.2,21,62,62,56,46,144,258
95664,166,1133,36,72,42,50,3.2,6.4,3.7,14.7,0,55,0,36,17,42,111
95665,828,4693,284,286,111,173,6.1,6.1,2.4,17.6,174,133,41,110,153,70,396
95666,686,5885,114,198,161,357,1.9,3.4,2.7,11.7,57,167,77,57,31,84,240
95667,6425,36084,1277,1989,2003,1795,3.5,5.5,5.6,17.8,657,1004,849,620,985,1154,3324
95668,80,507,1,27,33,33,0.2,5.3,6.5,15.8,1,5,15,0,22,18,45
95669,367,2514,37,137,115,223,1.5,5.4,4.6,14.6,8,80,54,29,57,61,185
95670,14066,59449,4014,3848,4123,3218,6.8,6.5,6.9,23.7,1747,1844,2208,2267,2004,1915,7334
95671,0,4478,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95672,1034,5744,268,272,275,313,4.7,4.7,4.8,18.0,124,141,236,144,131,39,463
95673,3938,16665,1242,1055,1130,1037,7.5,6.3,6.8,23.6,544,502,418,698,553,712,2212
95674,256,859,32,78,98,54,3.7,9.1,11.4,29.8,5,49,71,27,29,27,126
95675,108,487,0,0,108,0,0.0,0.0,22.2,22.2,0,0,80,0,0,28,28
95676,32,113,6,8,8,19,5.3,7.1,7.1,28.3,6,0,0,0,8,8,26
95677,6753,28591,1802,1981,1846,1907,6.3,6.9,6.5,23.6,846,1087,897,956,894,949,3320
95678,9489,45210,2479,2106,3018,3092,5.5,4.7,6.7,21.0,1259,1183,1540,1220,923,1478,4626
95679,27,131,0,27,0,0,0.0,20.6,0.0,20.6,0,27,0,0,0,0,0
95680,0,9,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95681,452,1370,77,156,219,0,5.6,11.4,16.0,33.0,0,92,219,77,64,0,141
95682,5926,29750,1281,1499,2041,1645,4.3,5.0,6.9,19.9,725,745,1246,556,754,795,2549
95683,1191,6330,225,81,574,358,3.6,1.3,9.1,18.8,157,35,218,68,46,356,702
95684,190,2913,21,89,58,22,0.7,3.1,2.0,6.5,21,67,8,0,22,50,87
95685,764,4703,122,210,287,243,2.6,4.5,6.1,16.2,70,78,101,52,132,186,423
95686,319,1194,70,109,76,74,5.9,9.1,6.4,26.7,43,67,27,27,42,49,131
95687,14078,68996,3923,4336,3510,3982,5.7,6.3,5.1,20.4,2048,2048,1822,1875,2288,1688,6851
95688,9919,40147,2369,3048,2769,2433,5.9,7.6,6.9,24.7,1281,1302,1390,1088,1746,1379,4739
95689,272,1498,12,148,75,100,0.8,9.9,5.0,18.2,12,28,75,0,120,0,120
95690,407,1621,207,27,54,205,12.8,1.7,3.3,25.1,175,27,28,32,0,26,86
95691,10540,39961,2537,3050,3357,2642,6.3,7.6,8.4,26.4,1495,1712,1646,1042,1338,1711,4925
95692,1282,4887,208,369,520,243,4.3,7.6,10.6,26.2,89,93,306,119,276,214,723
95693,1322,7624,275,307,503,335,3.6,4.0,6.6,17.3,248,99,316,27,208,187,513
95694,2193,9600,506,371,603,882,5.3,3.9,6.3,22.8,185,167,224,321,204,379,1149
95695,9105,39892,2269,3093,2622,2024,5.7,7.8,6.6,22.8,1307,1423,1433,962,1670,1189,4552
95697,142,281,21,23,46,52,7.5,8.2,16.4,50.5,0,0,46,21,23,0,59
95698,29,196,15,14,0,0,7.7,7.1,0.0,14.8,15,0,0,0,14,0,14
95699,9,60,0,0,0,9,0.0,0.0,0.0,15.0,0,0,0,0,0,0,9
95701,74,1045,21,17,29,28,2.0,1.6,2.8,7.1,9,17,3,12,0,26,45
95703,109,1955,23,17,41,111,1.2,0.9,2.1,5.6,7,17,18,16,0,23,67
95709,1054,6103,307,251,344,219,5.0,4.1,5.6,17.3,134,100,160,173,151,184,612
95713,2042,10280,289,547,753,697,2.8,5.3,7.3,19.9,114,245,399,175,302,354,911
95714,72,411,8,20,23,39,1.9,4.9,5.6,17.5,8,10,13,0,10,10,29
95715,26,110,3,4,11,8,2.7,3.6,10.0,23.6,3,0,4,0,4,7,11
95717,20,129,0,14,6,15,0.0,10.9,4.7,15.5,0,0,6,0,14,0,14
95720,36,107,20,16,0,0,18.7,15.0,0.0,33.6,0,16,0,20,0,0,20
95721,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95722,751,4829,231,184,228,187,4.8,3.8,4.7,15.6,83,153,63,148,31,165,396
95726,1392,7974,231,415,453,389,2.9,5.2,5.7,17.5,165,221,207,66,194,246,591
95728,120,549,0,22,35,105,0.0,4.0,6.4,21.9,0,11,11,0,11,24,87
95735,2,51,0,2,0,0,0.0,3.9,0.0,3.9,0,0,0,0,2,0,2
95736,0,131,0,0,0,21,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95742,4228,14883,1122,1364,1251,635,7.5,9.2,8.4,28.4,670,752,787,452,612,464,1766
95746,5264,22743,799,1375,1777,2044,3.5,6.0,7.8,23.1,274,691,781,525,684,996,2827
95747,18839,75681,5035,4992,5396,4961,6.7,6.6,7.1,24.9,2851,2552,2810,2184,2440,2586,8717
95757,14596,53232,3333,3801,4948,4184,6.3,7.1,9.3,27.4,1680,1797,2447,1653,2004,2501,7449
95758,16573,66153,3595,4283,5479,4534,5.4,6.5,8.3,25.1,1945,2231,2911,1650,2052,2568,7833
95762,11486,45842,2604,2551,3658,3949,5.7,5.6,8.0,25.1,1297,1380,1907,1307,1171,1751,5592
95765,11470,43059,2325,3034,3757,3796,5.4,7.0,8.7,26.6,1255,1492,1959,1070,1542,1798,5566
95776,6570,26352,1652,1516,1856,2384,6.3,5.8,7.0,24.9,850,836,934,802,680,922,3189
95811,558,8456,170,160,123,307,2.0,1.9,1.5,6.6,69,73,73,101,87,50,293
95814,485,12248,142,182,115,161,1.2,1.5,0.9,4.0,24,124,100,118,58,15,235
95815,6669,26523,1691,1989,1770,1871,6.4,7.5,6.7,25.1,852,1033,1088,839,956,682,3128
95816,1293,18334,468,297,268,578,2.6,1.6,1.5,7.1,256,133,138,212,164,130,660
95817,2204,14513,691,503,752,772,4.8,3.5,5.2,15.2,370,313,319,321,190,433,1065
95818,4402,23062,1390,1098,1344,828,6.0,4.8,5.8,19.1,811,701,770,579,397,574,1864
95819,3368,19806,1034,895,896,2318,5.2,4.5,4.5,17.0,649,507,548,385,388,348,1524
95820,7403,36024,2194,1774,2041,2381,6.1,4.9,5.7,20.6,1119,774,962,1075,1000,1079,3853
95821,8265,37436,2685,2594,2147,1403,7.2,6.9,5.7,22.1,1456,1594,1107,1229,1000,1040,3764
95822,10545,46413,3140,2929,2723,2790,6.8,6.3,5.9,22.7,1554,1515,1432,1586,1414,1291,5223
95823,23542,82983,5719,6192,7121,7162,6.9,7.5,8.6,28.4,2856,2746,4078,2863,3446,3043,11455
95824,8656,30556,2032,2788,2486,2227,6.7,9.1,8.1,28.3,1072,1608,1143,960,1180,1343,4139
95825,7896,37310,2608,2546,1796,1710,7.0,6.8,4.8,21.2,1463,1476,888,1145,1070,908,3514
95826,8032,40205,2616,2247,1984,2026,6.5,5.6,4.9,20.0,1151,1094,832,1465,1153,1152,4296
95827,4839,21084,1091,1263,1699,1258,5.2,6.0,8.1,23.0,523,757,635,568,506,1064,2608
95828,14928,60850,3558,3976,4609,4634,5.8,6.5,7.6,24.5,1730,1800,2483,1828,2176,2126,7307
95829,8263,31297,2220,2466,2006,2401,7.1,7.9,6.4,26.4,1043,1236,1051,1177,1230,955,4142
95830,124,746,51,49,17,14,6.8,6.6,2.3,16.6,51,43,0,0,6,17,23
95831,8743,44450,2638,1994,2227,2474,5.9,4.5,5.0,19.7,1388,1215,1144,1250,779,1083,4214
95832,3662,13116,770,1013,1161,1140,5.9,7.7,8.9,27.9,398,618,722,372,395,439,1632
95833,9396,40908,2723,2588,2559,2409,6.7,6.3,6.3,23.0,1505,1172,1296,1218,1416,1263,4753
95834,8742,34892,2681,2639,2356,1971,7.7,7.6,6.8,25.1,1064,1574,1118,1617,1065,1238,4447
95835,9839,40957,2458,2719,2971,2679,6.0,6.6,7.3,24.0,1355,1408,1719,1103,1311,1252,4460
